Id,Requirement,Package,Project,Status,Satisfied by,Refined by,Derived,Traced,Function (FSA),Parent function,Functional block,Allocated block,Product block,Tests touching chain,Verified by
121,CSA-01 1.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
122,CSA-01 1.2,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
123,CSA-02 2.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
124,CSA-02 2.2,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
125,CSA-03 3.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
126,CSA-04 4.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
127,CSA-04 4.2,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
128,CSA-04 4.3,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
129,CSA-04 4.4,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
130,CSA-05 5.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
131,CSA-05 5.2,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
132,CSA-06 6.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
133,CSA-06 6.2,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
134,CSA-07 7.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
135,CSA-07 7.2,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
136,CSA-07 7.3,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
137,CSA-08 8.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
138,CSA-08 8.2,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
139,CSA-08 8.3,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
140,CSA-08 8.4,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
141,CSA-08 8.5,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
142,CSA-09 9.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
143,CSA-10 10.1,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
144,CSA-10 10.2,CROWS SSE Guidebook Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
111,CSA-01 Control Access,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Access Control; -> Hardened (Prevent); -> Top Level Cyber User Need; -> Cyber Sentinel as 1553 Bus Controller; -> Ground Station Access Control; -> Ground Station MFA; -> Ground Station Role Based Access Control; -> Maintenance System Access Logging; -> Ground Station Access Logging; -> Maintenance System Role Based Access Control; -> Maintenance System MFA; -> Maintenance System Access Control,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
112,CSA-02 Reduce System's Cyber Detectability,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
113,CSA-03 Secure Transmissions and Communications,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Hardened (Prevent); -> Top Level Cyber User Need; -> Mission Computer Cryptographic Module; -> Communications System Cryptographic Module; -> Electrical System Cryptographic Module; -> Fuel System Cryptographic Module; -> Propulsion System Cryptographic Module; -> Navigation System Cryptographic Module; -> Flight Control System Cryptographic Module; -> Communications Encryption,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
114,CSA-04 Protect System's Information from Exploitation,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Hardened (Prevent); -> Top Level Cyber User Need; -> Mission Computer Cryptographic Module; -> Communications System Cryptographic Module; -> Electrical System Cryptographic Module; -> Fuel System Cryptographic Module; -> Propulsion System Cryptographic Module; -> Navigation System Cryptographic Module; -> Flight Control System Cryptographic Module; -> Communications Encryption; -> Data at Rest Encryption; -> Cyber Sentinel Defensibility Capabilities; -> Cyber Sentinel Testing,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
115,CSA-05 Partition and Ensure Critical Functions at Mission Completion Performance Levels,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,"-> Top Level Cyber User Need; -> Ground Station Network Segmentation; -> Maintenance System Network Segmentation; -> Damage Tolerant (Prevent, Mitigate, ZT); -> Communications Loss Response; -> Communications Redundancy; -> Software Loading Switch; -> Mission Critical Subsystem Resilience",GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
116,CSA-06 Minimize and Harden Attack Surfaces,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Hardened (Prevent); -> Top Level Cyber User Need; -> Flight Critical Hardware Assurance ; -> Mission Computer Secure Boot; -> Flight Control system Secure Boot; -> Navigation System Secure Boot; -> Propulsion System Secure Boot; -> Fuel System Secure Boot; -> Communications System Secure Boot; -> Electrical System Secure Boot; -> Mission Computer Cryptographic Module; -> Communications System Cryptographic Module; -> Electrical System Cryptographic Module; -> Fuel System Cryptographic Module; -> Propulsion System Cryptographic Module; -> Navigation System Cryptographic Module; -> Flight Control System Cryptographic Module; -> Mission Computer Maintenance Ports; -> Communications System Mainteanance Ports; -> Electrical System Maintenance Ports; -> Fuel System Maintenance Ports; -> Propulsion System Maintenance Ports; -> Navigation System Maintenance Ports; -> Flight Control System Maintenance Ports; -> Removal of Software Maintenance and Developmental Tools; -> Cyber Sentinel Formal Methods Design; -> Software Loading Switch; -> Digital Signatures on OFPs; -> Military GPS Only; -> Software Scanning,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
117,CSA-07 Baseline & Monitor Systems and Detect Anomalies,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Top Level Cyber User Need; -> Hardware Bill of Materials; -> Software Bill of Materials; -> Maintenance System Access Logging; -> Ground Station Access Logging; -> Cyber Sentinel Defensibility Capabilities; -> Cyber Sentinel Logging; -> Cyber Sentinel Malicious Behavor Identification; -> Cyber Sentinel Machine Learning for Identification; -> Cyber Sentinel Pattern Matching for Identification; -> Cyber Sentinel Reporting; -> Ground Station Logging; -> Ground Station IPS; -> Maintenance System Defensibility Capabilities; -> Maintenance System Logging; -> Maintenance System IPS; -> Maintenance Loading System Capabilities; -> Maintenance System Download; -> Maintenance System Data Dumping Capabilities; -> Cyber Sentinel Testing,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
118,CSA-08 Manage System Performance and Enable Cyberspace Defense,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,"-> Top Level Cyber User Need; -> Hardware Bill of Materials; -> Software Bill of Materials; -> Damage Tolerant (Prevent, Mitigate, ZT); -> Flight Critical Subsystem Backup Mode; -> Communications System Backup Mode Switching; -> Communications System Backup Mode; -> Electrical System Backup Mode Switching; -> Electrical System Backup Mode; -> Fuel System Backup Mode Switching; -> Fuel System Backup Mode; -> Propulsion System Backup Mode Switching; -> Propulsion System Backup Mode; -> Navigation System Backup Mode Switching; -> Navigation System Backup Mode; -> Flight Control System Backup Mode Switching; -> Flight Control System Backup Mode; -> Mission Computer Backup Mode Switching; -> Mission Computer Backup Mode; -> Communications Loss Response; -> Defensible (Mitigate); -> Cyber Sentinel Defensibility Capabilities; -> Cyber Sentinel Isolation of Components; -> Cyber Sentinel Autonomous Resetting Components; -> Cyber Sentinel Resetting Components on Command; -> Cyber Sentinel Autonomous Switching Components to Backup Mode; -> Cyber Sentinel Switching Components to Backup Mode on Command; -> Ground Station Defensibility Capabilities; -> Ground Station IPS; -> Maintenance System Defensibility Capabilities; -> Maintenance System IPS; -> Software Loading Switch; -> Maintenance Loading System Capabilities; -> Maintenance System Download; -> Maintenance System Data Dumping Capabilities; -> Cyber Sentinel Testing; -> ELINT Sensors on when Needed; -> Cyber Sentinel Blocking of Traffic; -> System Zeroize",GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
119,CSA-09 Recover System Capabilities,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,"-> Top Level Cyber User Need; -> Flight Critical Subsystem Backup Mode; -> Communications System Backup Mode Switching; -> Communications System Backup Mode; -> Electrical System Backup Mode Switching; -> Electrical System Backup Mode; -> Fuel System Backup Mode Switching; -> Fuel System Backup Mode; -> Propulsion System Backup Mode Switching; -> Propulsion System Backup Mode; -> Navigation System Backup Mode Switching; -> Navigation System Backup Mode; -> Flight Control System Backup Mode Switching; -> Flight Control System Backup Mode; -> Mission Computer Backup Mode Switching; -> Mission Computer Backup Mode; -> Cyber Sentinel Defensibility Capabilities; -> Recoverable (Recover, Adapt); -> Single Maintenance Port; -> Software Loading; -> Maintenance Loading System Capabilities; -> Maintenance System Complete Load; -> Maintenance System Partial Load",GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
120,CSA-10 Actively Manage System's Configurations to Achieve and Maintain an Operationally relevant Cyber Risk Posture,CSIEG Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,"-> Top Level Cyber User Need; -> Hardware Bill of Materials; -> Software Bill of Materials; -> Flight Critical Subsystem Backup Mode; -> Communications System Backup Mode Switching; -> Communications System Backup Mode; -> Electrical System Backup Mode Switching; -> Electrical System Backup Mode; -> Fuel System Backup Mode Switching; -> Fuel System Backup Mode; -> Propulsion System Backup Mode Switching; -> Propulsion System Backup Mode; -> Navigation System Backup Mode Switching; -> Navigation System Backup Mode; -> Flight Control System Backup Mode Switching; -> Flight Control System Backup Mode; -> Mission Computer Backup Mode Switching; -> Mission Computer Backup Mode; -> Recoverable (Recover, Adapt); -> Single Maintenance Port; -> Software Loading; -> Maintenance System Partial Load; -> Maintenance System Complete Load; -> Software Update Timeline",GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
57,HT-1 Prevent Unauthorized Data,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Cyber Sentinel Blocking of Traffic,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
66,HT-10 Unauthorized Program Reporting,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
67,HT-11 Render Unauthorized Program Harmless,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
68,HT-12 Prevent Unauthorized Execution of Authorized Programs,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
69,HT-13 Detect Unauthorized Execution of Authorized Programs,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
70,HT-14 Report Unauthorized Execution of Authorized Programs,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
71,HT-15 Mitigate Unauthorized Execution of Authorized Programs,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
72,HT-16 Prevent Denial of Authorized Data,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
73,HT-17 Detect Denial of Authorized Data,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
74,HT-18 Report Denial of Authorized Data,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,GAP: no Trace,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
75,HT-19 Prevent Unauthorized Comprehension,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Communications Encryption,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
58,HT-2 Detect Unauthorized Data,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Cyber Sentinel Reporting,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
76,HT-20 Detect Unauthorized Access to Restricted Data,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Cyber Sentinel Pattern Matching for Identification; -> Cyber Sentinel Machine Learning for Identification; -> Cyber Sentinel Malicious Behavor Identification,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
77,HT-21 Report Unauthorized Access to Restricted Data,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Cyber Sentinel Reporting,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
78,HT-22 Remove Unauthorized Access to Restricted Data,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Cyber Sentinel Autonomous Switching Components to Backup Mode; -> Cyber Sentinel Autonomous Resetting Components,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
79,HT-23 Prevent Unauthorized Data Exfiltration,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Cyber Sentinel Blocking of Traffic,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
80,HT-24 Detect Unauthorized Data Exfiltration,HAT TRICK Requirements,MQ-99 Berserker Functional System Architecture,none,GAP: no Satisfy,GAP: no Refine,GAP: no DeriveReqt,-> Cyber Sentinel Malicious Behavor Identification; -> Cyber Sentinel Machine Learning for Identification; -> Cyber Sentinel Pattern Matching for Identification,GAP: no Satisfy/Refine/Trace/Allocate to a function or block,GAP: no activity calls the function,GAP: function not allocated to a block,GAP: no allocated-baseline block realises the functional block,GAP: no product-baseline block realises the allocated block,GAP: no test case / procedure touches the chain,GAP: no Verify
